545 678 670 192
327 195 717 431
96 399 190 614
190 18 188 617
536 673 11 84
352 216 342 482
513 597 356 91
395 457 332 352
266 20 416 474
307 657 570 323
158 309 348 158
473 300 53 541
797 658 364 40
606 520 437 764
170 773 253 62
347 685 225 65
372 604 317 192
154 711 129 611
65 665 203 473
532 496 562 219
347 568 614 422
766 765 740 98
189 515 38 559
243 64 429 46
355 444 374 629
578 168 735 103
24 80 554 615
747 80 365 168
407 118 232 262
605 161 373 72
546 441 487 643
606 108 490 169
621 22 738 360
775 506 792 144
659 338 334 619
54 487 175 311
695 294 447 351
428 325 615 425
280 503 367 435
788 419 361 222
618 768 329 70
794 284 368 93
507 322 344 67
393 428 491 163
330 240 523 77
41 423 378 74
242 168 665 749
84 782 650 287
229 58 467 715
418 121 443 393
104 551 87 97
595 470 475 709
627 463 32 607
56 482 133 321
611 615 531 774
481 728 226 610
58 730 289 221
587 38 420 26
244 335 114 444
88 487 787 369
557 755 332 403
319 462 298 256
798 545 522 585
230 167 379 569
179 310 389 320
536 768 683 760
416 744 665 733
40 768 367 661
499 430 51 286
665 304 68 757
518 414 740 108
246 682 729 326
171 356 644 738
668 627 206 192
220 197 215 5
719 798 375 343
258 477 171 32
410 533 306 665
49 271 688 509
547 692 90 770
34 321 656 309
358 360 19 374
161 658 724 487
295 104 479 62
567 25 717 518
162 631 485 766
61 420 416 445
701 76 290 551
776 328 789 641
675 341 129 434
624 60 790 799
256 760 701 275
470 330 645 603
760 377 480 752
633 497 179 333
725 267 539 208
281 458 211 718
441 150 688 786
221 131 307 606
264 766 414 75
574 672 540 349
550 551 421 779
637 557 593 677
388 210 352 186
59 161 342 440
420 104 620 134
321 449 222 310
431 288 491 501
589 168 514 586
182 206 588 13
309 581 495 427
564 588 230 337
65 576 501 712
20 364 495 59
156 699 197 178
225 365 209 740
338 308 101 17
132 496 170 567
193 401 108 581
597 706 486 526
409 571 561 463
546 403 465 7
508 359 178 117
10 79 506 422
652 596 569 659
163 288 68 430
66 431 309 627
102 453 228 310
730 497 601 615
158 37 41 658
367 191 658 486
4 595 391 398
538 513 419 433
305 719 560 585
639 428 796 225
793 516 98 524
58 453 368 187
175 28 138 93
580 353 453 348
273 465 503 20
630 195 499 485
564 734 610 315
439 653 766 134
736 470 360 745
753 678 535 141
697 247 557 744
461 328 376 765
551 195 634 102
509 226 718 458
566 781 39 310
264 262 86 370
639 729 340 256
117 447 566 168
358 605 534 345
595 261 415 730
287 480 390 775
715 145 759 495
319 678 140 348
423 500 577 19
154 765 426 494
488 689 789 18
609 352 334 63
211 121 412 549
119 105 219 235
224 73 402 787
111 39 756 786
745 321 594 676
626 388 612 590
615 317 260 165
526 133 301 625
735 273 650 246
382 313 782 379
209 247 643 663
734 70 600 221
581 17 112 332
255 497 4 6
702 280 439 620
148 23 159 439
723 667 338 631
235 32 286 529
83 484 422 18
435 728 442 162
764 467 718 503
496 493 71 650
739 521 672 675
743 316 571 93
170 643 5 188
227 776 560 454
610 744 550 286
195 52 732 277
765 794 96 596
79 762 57 97
509 659 264 796
0 682 144 64
199 550 188 216
679 5 695 276
105 22 44 543
136 49 494 637
218 451 632 717
267 216 139 284
70 783 368 656
153 499 294 798
123 782 34 209
307 556 227 69
103 346 456 366
260 353 257 152
423 507 503 521
131 509 742 113
317 360 468 100
631 735 758 792
295 233 197 672
259 537 282 350
113 299 220 218
310 50 654 397
635 563 483 96
661 509 9 330
23 465 271 262
435 608 565 268
727 159 42 182
397 84 665 656
245 51 183 584
765 66 261 21
717 471 449 101
506 646 216 301
158 118 198 415
244 606 58 428
692 262 751 687
188 587 514 620
122 706 757 243
558 117 296 160
187 78 383 729
531 715 352 681
683 743 83 566
650 276 364 308
499 193 331 648
639 785 493 726
59 770 665 482
725 235 572 430
431 584 689 722
17 352 41 369
630 741 468 588
122 776 726 420
254 460 127 421
455 518 549 766
131 528 90 447
783 51 701 317
101 706 602 23
80 176 25 155
247 577 507 294
294 589 482 783
792 760 39 275
418 549 21 383
715 346 626 41
232 245 549 748
88 76 710 64
319 789 394 658
36 384 72 54
586 14 497 149
792 124 440 260
407 456 493 501
107 473 44 359
792 164 347 670
75 636 368 506
295 48 175 556
258 84 62 750
149 410 453 14
65 80 794 707
635 581 612 448
23 380 641 461
158 2 57 201
665 60 27 5
636 205 272 305
521 20 510 269
341 215 389 225
629 25 186 573
322 453 53 777
174 391 411 492
95 752 784 380
291 787 57 631
170 506 552 548
647 111 104 546
131 124 490 170
347 422 149 423
588 469 236 166
721 452 208 337
453 718 652 714
101 673 476 323
685 455 300 413
11 314 702 736
29 236 340 372
363 605 590 59
784 47 599 414
206 397 116 621
311 192 720 501
424 54 387 182
526 556 10 112
568 408 449 135
546 767 415 57
295 402 432 785
642 641 425 729
563 544 621 43
251 301 564 357
413 28 709 607
604 102 140 213
349 293 710 35
380 327 639 726
28 374 145 710
659 421 218 104
408 596 187 659
561 418 702 327
463 355 218 274
48 447 416 420
239 401 788 131
335 162 388 110
462 273 190 298
308 223 635 188
204 463 35 703
564 135 279 584
612 562 488 751
276 531 92 633
436 224 59 252
560 368 353 121
460 108 561 156
73 360 172 239
509 202 525 142
276 610 799 328
117 681 139 359
301 278 359 700
579 161 707 647
327 458 246 386
757 232 232 261
520 702 0 575
94 264 738 180
790 68 318 69
210 382 381 66
456 258 508 64
768 678 255 406
725 708 768 182
59 46 107 227
386 419 356 516
749 65 71 300
592 679 82 499
32 141 669 231
559 412 253 97
647 783 709 19
293 660 627 353
511 512 274 219
507 188 88 13
761 69 620 446
206 795 22 759
541 11 55 580
95 643 595 726
177 214 302 482
771 794 210 19
552 489 758 500
365 75 551 565
669 588 380 744
357 153 307 495
4 413 648 628
32 481 450 547
79 152 234 136
190 567 308 483
339 80 584 21
471 670 660 236
103 96 41 766
476 46 535 504
666 542 772 141
268 597 623 36
763 441 427 56
82 411 289 716
158 197 337 57
568 694 288 755
495 657 588 337
325 460 198 773
591 388 633 36
293 200 341 240
127 123 674 770
20 106 134 44
204 339 627 472
465 276 427 706
474 76 104 675
349 170 781 305
693 377 82 124
299 291 332 572
240 97 396 326
687 313 320 421
548 587 61 237
709 685 497 17
332 757 580 679
361 214 328 738
129 620 91 495
698 379 65 84
98 285 597 500
673 470 753 690
78 218 309 184
264 137 407 127
775 481 322 756
156 718 51 553
487 182 319 535
486 271 738 240
467 520 432 740
203 662 763 41
413 529 285 394
442 464 572 258
347 698 364 185
42 301 201 278
741 771 395 0
418 125 19 775
391 742 765 250
184 649 543 653
8 278 620 636
244 246 281 564
738 739 487 424
116 32 784 672
185 32 494 111
228 765 543 243
192 120 740 624
191 462 450 330
422 145 447 242
336 414 421 579
361 737 436 360
255 364 335 711
153 464 19 307
662 663 561 62
136 279 552 609
578 567 149 332
378 603 481 222
56 316 551 556
618 66 342 696
438 227 347 558
107 755 390 626
350 392 740 444
787 252 420 215
307 392 421 784
389 9 11 20
644 645 328 489
434 499 750 282
200 287 543 323
509 325 330 536
701 536 319 615
632 339 166 166
526 418 13 90
773 503 187 510
704 40 95 436
279 80 248 780
13 377 617 622
71 687 58 198
28 675 618 534
189 90 592 285
650 243 753 329
636 538 415 36
288 150 207 122
57 505 693 79
191 281 14 512
581 32 385 577
499 624 297 488
187 395 667 433
193 201 506 641
641 7 252 690
419 357 327 644
85 430 454 445
125 300 169 432
506 614 310 388
318 350 373 597
633 497 512 372
312 556 793 613
353 799 10 429
29 173 661 656
738 687 46 610
654 369 798 125
181 566 724 688
333 547 184 589
352 719 189 581
689 254 659 442
158 763 454 235
335 102 754 249
385 216 570 206
347 547 248 753
565 121 214 705
676 277 712 280
599 100 294 409
134 449 391 700
166 697 412 317
242 562 238 125
790 717 160 139
531 71 287 405
782 255 167 507
623 79 458 342
363 559 754 364
522 388 297 485
489 737 680 149
766 77 329 457
403 412 31 100
239 179 560 190
439 541 387 515
490 546 264 555
540 362 627 152
53 462 530 759
98 179 238 354
497 334 87 640
720 526 525 20
681 690 693 528
722 623 4 651
355 758 697 759
581 512 99 48
245 26 770 488
255 306 366 423
81 103 613 335
528 86 369 266
454 360 49 26
669 101 94 335
3 193 381 89
29 454 296 411
651 784 160 356
131 231 258 682
132 30 18 602
19 228 333 173
276 596 338 548
222 437 395 517
508 494 482 504
523 293 488 542
109 136 287 87
191 561 549 90
177 285 329 724
797 29 486 124
39 139 282 469
59 470 136 149
637 308 549 607
691 328 302 478
111 495 429 145
170 72 735 687
625 283 357 720
546 244 259 362
607 312 329 534
200 356 159 296
482 383 506 156
309 708 137 527
313 566 643 228
15 202 506 677
161 69 519 355
390 171 116 151
328 433 226 288
193 709 350 300
722 142 397 462
547 791 181 553
163 195 315 559
210 157 572 553
176 570 3 628
520 20 419 74
283 598 242 716
482 577 773 766
318 511 682 281
693 230 32 183
658 778 557 757
285 637 200 261
619 705 302 167
512 408 302 666
254 218 38 658
544 214 502 203
221 622 297 397
548 573 123 376
237 42 460 705
693 570 653 611
480 575 285 499
708 157 147 201
231 737 406 224
616 284 165 101
729 772 48 494
107 571 548 318
392 786 400 611
470 75 526 521
98 704 33 622
288 23 61 3
640 106 240 398
189 268 581 446
54 59 579 718
113 8 93 458
614 389 798 651
675 424 193 102
103 154 221 463
411 726 361 115
98 222 382 29
86 495 308 477
125 272 75 330
694 450 668 98
665 688 729 611
406 632 552 391
577 302 656 24
43 508 455 93
704 538 304 216
520 186 491 289
24 457 132 253
71 99 747 304
176 216 790 718
190 657 477 120
56 286 770 225
54 596 534 551
450 637 49 485
325 711 614 470
637 141 173 304
151 772 604 577
779 406 218 54
363 420 568 319
345 515 63 231
798 589 61 241
363 166 633 749
164 65 752 178
146 426 16 323
195 192 557 47
758 567 657 173
411 633 9 375
774 242 497 477
774 154 665 280
376 546 82 671
527 560 330 465
743 144 601 784
565 396 615 423
238 415 189 700
508 252 527 315
675 6 51 575
755 245 239 707
